Attendance,Coding_Score,DSA_Score,Aptitude,Communication,Projects,Internships,CGPA,Placement_Status
40,45,29,71,68,2,3,9.85,Placed
76,67,28,38,79,4,1,9.49,Placed
96,42,53,37,91,5,2,6.19,Placed
63,54,30,71,22,0,0,9.89,Placed
75,53,91,22,86,3,0,9.65,Placed
47,80,20,85,71,3,0,6.84,Placed
42,81,79,33,27,3,2,5.29,Placed
54,48,74,90,94,2,3,7.99,Placed
68,39,57,72,30,5,0,6.64,Placed
44,31,24,93,20,0,3,5.25,Placed
46,83,91,66,23,5,1,5.06,Placed
43,39,64,56,92,3,1,8.43,Placed
99,100,49,99,42,0,0,5.06,Placed
83,42,99,80,66,4,3,6.35,Placed
69,62,49,96,74,2,3,8.74,Placed
56,41,64,39,69,5,2,8.34,Placed
50,27,56,30,71,2,0,6.75,Placed
86,47,76,57,25,5,2,5.46,Placed
97,44,50,78,98,1,3,8.95,Placed
90,70,93,97,77,3,0,8.72,Placed
97,68,20,87,60,2,3,8.83,Placed
91,78,58,96,25,2,2,8.08,Placed
65,86,85,30,55,2,0,7.58,Placed
53,63,84,71,41,2,0,8.37,Placed
68,52,53,62,23,4,3,6.05,Placed
56,67,51,60,38,3,0,5.49,Placed
47,31,27,86,67,5,0,9.81,Placed
56,72,74,85,98,4,2,7.98,Placed
92,41,29,51,65,4,3,5.59,Placed
82,46,26,78,45,5,2,8.47,Placed
94,88,21,25,39,1,3,6.32,Placed
62,98,83,37,21,2,2,6.48,Placed
92,40,93,86,81,4,0,8.59,Placed
49,28,56,80,52,4,2,7.23,Placed
64,20,57,42,94,1,3,9.79,Placed
70,90,52,80,43,0,2,7.15,Placed
69,43,83,63,88,0,2,6.72,Placed
49,99,43,74,77,3,3,7.95,Placed
74,87,79,80,62,2,2,6.65,Placed
56,77,57,28,50,2,0,5.58,Placed
79,37,94,47,73,0,2,9.81,Placed
67,43,78,62,28,5,1,6.26,Placed
97,51,86,97,23,0,1,9.2,Placed
93,87,56,57,81,4,1,7.11,Placed
90,64,72,35,28,2,3,7.77,Placed
65,37,36,50,27,3,0,8.29,Placed
61,98,52,86,23,2,1,5.51,Placed
42,36,36,77,58,1,1,5.26,Placed
93,76,42,82,28,4,3,8.18,Placed
50,56,58,78,65,3,1,9.31,Placed
91,33,36,100,29,1,0,7.46,Placed
94,43,91,82,89,0,3,7.08,Placed
60,58,64,99,85,2,3,6.88,Placed
62,75,61,57,30,4,0,5.83,Placed
94,90,86,42,63,1,0,9.69,Placed
98,86,89,68,75,4,0,9.56,Placed
60,98,54,69,95,5,2,5.88,Placed
72,40,88,56,77,0,2,5.77,Placed
55,30,48,41,98,4,3,5.46,Placed
86,41,46,40,22,1,3,9.72,Placed
73,75,57,36,76,5,3,7.73,Placed
48,74,89,63,43,3,1,7.65,Placed
87,68,23,51,39,0,3,7.24,Placed
54,54,76,30,20,3,1,8.33,Placed
54,48,54,64,67,3,1,6.71,Placed
67,42,44,36,77,3,0,5.28,Placed
61,47,63,87,65,5,3,6.09,Placed
100,36,79,48,36,1,2,9.08,Placed
91,77,22,59,40,2,0,8.82,Placed
49,62,63,63,57,3,1,9.91,Placed
90,77,78,24,57,0,0,7.08,Placed
75,88,28,66,94,3,2,7.0,Placed
81,78,49,87,70,2,3,8.04,Placed
59,55,85,53,75,3,1,6.04,Placed
85,42,99,29,40,2,2,6.76,Placed
69,76,23,21,74,1,1,8.39,Placed
56,60,94,95,55,1,3,6.37,Placed
71,72,23,91,96,2,1,5.3,Placed
48,26,48,51,93,4,0,8.47,Placed
55,84,83,31,68,1,1,6.24,Placed
67,90,99,26,61,4,0,5.19,Placed
83,22,34,66,47,1,3,6.4,Placed
91,45,61,71,78,0,1,8.18,Placed
68,82,41,85,78,0,2,9.63,Placed
63,97,75,99,67,3,2,6.77,Placed
71,63,92,63,98,4,2,9.88,Placed
41,63,61,50,100,3,1,7.82,Placed
80,30,76,34,58,4,2,9.38,Placed
93,56,29,91,48,4,2,9.71,Placed
84,60,36,66,38,0,3,9.47,Placed
89,87,84,40,29,3,2,5.48,Placed
44,98,100,43,31,2,2,7.46,Placed
85,57,60,39,27,1,0,8.95,Placed
82,37,80,100,69,4,2,7.32,Placed
41,85,90,38,58,0,1,9.11,Placed
63,50,42,31,41,5,2,9.39,Placed
58,21,42,94,45,3,1,6.45,Placed
93,22,93,52,31,1,0,9.11,Placed
97,24,66,41,65,3,2,7.91,Placed
43,23,56,81,97,2,0,5.68,Placed
98,50,39,61,58,3,0,5.43,Placed
97,96,31,34,46,2,1,6.31,Placed
72,66,80,28,45,1,3,8.46,Placed
97,79,74,89,73,0,1,7.47,Placed
58,36,34,34,39,0,1,8.1,Placed
96,46,84,30,48,0,0,6.45,Placed
94,59,91,24,40,4,0,7.78,Placed
81,87,28,94,68,5,3,6.51,Placed
63,40,44,34,93,0,0,7.57,Placed
44,47,44,61,70,4,1,5.47,Placed
49,49,75,100,71,3,0,9.96,Placed
99,28,81,30,21,5,1,8.45,Placed
97,92,31,99,34,4,3,6.45,Placed
60,23,34,50,46,1,0,8.82,Placed
55,54,53,95,67,3,0,9.79,Placed
44,52,86,80,70,2,0,9.13,Placed
71,78,64,39,65,5,3,5.76,Placed
44,68,46,35,70,0,1,8.31,Placed
81,84,29,31,27,2,3,9.88,Placed
41,44,93,98,68,1,0,7.12,Placed
95,79,22,21,64,4,2,7.01,Placed
78,70,70,97,51,5,1,9.93,Placed
55,47,79,27,23,3,0,8.71,Placed
60,86,21,23,94,3,0,6.37,Placed
43,91,73,45,51,1,1,6.49,Placed
94,23,71,63,88,3,2,6.43,Placed
84,89,87,90,44,4,1,6.22,Placed
61,96,20,93,83,1,1,7.62,Placed
96,61,89,38,67,4,2,8.71,Placed
62,60,34,47,99,0,3,8.91,Placed
53,59,86,41,50,3,3,7.71,Placed
98,46,90,82,45,3,1,5.73,Placed
55,88,22,24,53,5,1,7.06,Placed
68,66,86,59,72,3,2,7.59,Placed
87,81,54,32,70,1,3,8.83,Placed
48,24,71,49,33,3,2,6.73,Placed
50,93,76,81,71,0,0,6.3,Placed
72,58,20,85,33,0,2,6.27,Placed
45,67,76,42,89,0,2,8.56,Placed
84,68,28,29,73,4,3,5.59,Placed
59,69,23,45,68,0,0,7.58,Placed
50,71,22,62,63,2,2,6.9,Placed
62,53,42,70,84,1,3,7.53,Placed
56,49,83,77,31,2,0,5.99,Placed
96,54,100,60,55,2,2,8.37,Placed
90,74,23,21,49,0,0,5.46,Placed
66,37,39,83,39,1,3,9.0,Placed
70,54,36,32,76,5,1,6.95,Placed
73,49,88,67,27,4,2,9.19,Placed
80,77,22,94,44,2,0,8.9,Placed
78,93,30,72,66,0,0,5.35,Placed
66,53,22,50,55,4,2,7.81,Placed
52,80,79,24,21,5,3,5.86,Placed
71,93,62,93,62,5,0,6.52,Placed
51,96,65,52,56,4,3,7.14,Placed
61,57,37,30,80,5,2,9.22,Placed
48,80,63,41,84,0,0,5.56,Placed
99,28,77,46,54,2,3,7.9,Placed
90,56,60,94,43,1,2,8.37,Placed
92,72,47,90,49,1,3,6.39,Placed
86,85,97,82,31,5,0,5.27,Placed
68,21,79,91,33,1,2,8.18,Placed
61,77,71,29,50,0,2,9.37,Placed
89,92,58,91,56,0,2,5.87,Placed
85,51,60,64,39,4,1,8.2,Placed
70,41,88,80,65,3,3,7.87,Placed
75,35,46,26,37,3,2,6.89,Placed
80,78,80,32,30,2,1,9.42,Placed
86,28,87,79,24,5,2,5.36,Placed
86,20,82,93,35,0,3,5.6,Placed
59,71,52,52,68,5,0,9.84,Placed
77,84,50,27,93,3,2,9.0,Placed
51,58,82,47,86,4,2,9.85,Placed
51,50,83,81,57,4,3,7.29,Placed
43,80,91,91,35,5,1,6.7,Placed
51,62,32,40,31,5,0,7.75,Placed
50,41,71,81,93,4,0,8.07,Placed
82,71,72,22,38,4,3,6.8,Placed
86,46,90,47,93,5,2,7.3,Placed
66,59,71,87,37,0,0,9.15,Placed
52,80,21,95,22,3,0,9.05,Placed
71,86,27,87,100,4,3,9.6,Placed
85,75,94,48,41,0,3,9.0,Placed
90,24,93,85,50,2,2,7.97,Placed
83,75,82,58,89,3,3,9.67,Placed
51,98,72,64,27,3,2,8.37,Placed
57,63,70,60,76,1,3,7.35,Placed
63,55,31,96,85,1,0,7.23,Placed
77,54,83,81,93,2,0,9.3,Placed
91,25,44,59,62,1,1,5.31,Placed
67,42,70,98,48,0,1,5.63,Placed
87,69,52,64,41,2,3,6.11,Placed
40,98,24,79,53,0,3,6.14,Placed
45,75,85,63,38,5,1,6.36,Placed
65,81,67,35,36,2,1,7.41,Placed
80,93,95,23,27,5,2,9.2,Placed
96,46,71,72,96,1,1,5.68,Placed
67,49,47,53,36,1,2,8.49,Placed
50,86,49,79,37,1,3,8.37,Placed
51,63,94,46,33,0,1,9.05,Placed
85,80,26,20,89,5,2,5.71,Placed
53,52,24,46,77,0,2,5.99,Placed
54,45,35,100,100,4,1,7.67,Placed
63,71,30,36,66,5,3,9.45,Placed
80,21,54,79,48,3,0,7.96,Placed
91,100,67,34,81,3,3,7.7,Placed
97,100,69,57,67,5,2,6.54,Placed
86,38,32,67,82,5,1,7.32,Placed
82,40,75,57,23,2,1,8.57,Placed
80,77,45,97,74,4,2,8.08,Placed
56,36,87,91,47,5,0,6.1,Placed
69,98,97,79,86,1,1,5.4,Placed
63,22,50,41,32,4,2,8.79,Placed
92,73,64,66,30,5,0,5.64,Placed
40,70,75,75,87,3,0,7.02,Placed
69,48,58,83,73,3,0,9.35,Placed
93,92,93,88,74,1,1,7.8,Placed
62,98,31,20,49,4,2,5.93,Placed
49,80,68,41,39,0,2,6.76,Placed
88,71,50,76,57,1,3,6.14,Placed
78,52,98,63,96,2,0,6.01,Placed
76,64,61,56,73,2,3,8.89,Placed
81,67,45,29,80,0,3,6.09,Placed
43,39,31,22,38,5,3,9.7,Placed
64,68,48,41,64,5,3,8.28,Placed
69,46,43,41,46,2,3,6.34,Placed
53,96,28,74,70,0,0,7.9,Placed
42,97,21,58,90,4,3,6.98,Placed
86,22,76,46,39,3,2,6.52,Placed
88,77,91,93,100,5,1,8.32,Placed
72,65,98,66,100,2,0,7.42,Placed
67,27,98,22,96,1,3,5.48,Placed
66,57,66,91,33,0,2,6.75,Placed
71,51,54,73,75,4,2,6.27,Placed
71,47,49,89,76,4,0,8.72,Placed
90,61,36,84,93,0,2,6.94,Placed
62,31,90,44,76,4,2,8.7,Placed
68,31,95,87,89,4,1,9.88,Placed
57,51,53,65,25,4,3,7.54,Placed
79,47,84,25,70,1,2,5.29,Placed
55,25,85,93,95,5,3,6.4,Placed
91,97,41,53,48,2,1,6.79,Placed
73,71,96,62,42,0,1,9.1,Placed
83,65,69,24,50,4,3,5.32,Placed
73,89,25,46,62,2,3,8.11,Placed
64,74,20,58,95,0,1,7.38,Placed
56,76,55,78,75,5,0,8.29,Placed
96,30,74,30,43,1,0,9.06,Placed
42,50,93,71,60,2,3,8.55,Placed
85,28,92,25,25,2,0,6.57,Placed
78,48,47,47,67,1,3,8.57,Placed
82,71,20,32,48,4,2,6.58,Placed
40,23,41,95,63,3,1,8.95,Placed
40,33,23,28,43,2,2,9.28,Placed
46,89,31,67,91,0,3,8.74,Placed
81,31,96,57,97,4,0,5.95,Placed
65,100,67,24,65,2,0,7.88,Placed
82,95,48,93,72,4,3,5.41,Placed
67,83,29,81,20,4,0,8.21,Placed
79,38,96,46,40,4,2,5.09,Placed
98,32,96,74,30,1,1,6.04,Placed
48,29,44,55,93,2,1,9.81,Placed
42,92,53,25,26,1,3,9.36,Placed
44,80,83,66,86,4,2,6.93,Placed
85,77,52,89,20,3,3,5.53,Placed
84,43,73,36,24,5,1,9.58,Placed
64,95,67,29,74,2,3,8.37,Placed
50,34,35,90,75,0,0,7.71,Placed
97,35,36,49,98,4,1,5.98,Placed
51,61,65,94,85,3,1,5.3,Placed
90,39,48,34,56,5,2,8.0,Placed
75,84,97,33,22,4,3,8.17,Placed
76,71,90,26,56,2,0,6.72,Placed
45,28,38,26,47,3,0,7.59,Placed
65,55,33,91,21,2,2,8.74,Placed
91,72,25,89,29,5,3,9.54,Placed
56,24,90,50,54,3,2,6.32,Placed
76,65,23,71,21,4,2,9.14,Placed
98,84,24,72,36,5,3,6.31,Placed
65,75,96,91,48,5,2,7.86,Placed
42,82,53,38,97,2,0,6.53,Placed
82,99,22,57,99,2,3,9.65,Placed
81,76,75,42,60,1,2,7.27,Placed
88,69,97,30,96,2,1,5.22,Placed
65,56,83,37,87,5,3,5.62,Placed
58,68,86,60,94,0,1,9.83,Placed
83,69,36,97,77,3,0,5.6,Placed
64,69,37,89,71,3,0,8.84,Placed
59,96,86,36,54,3,3,7.42,Placed
42,35,70,67,68,1,3,8.73,Placed
92,57,25,40,28,2,3,9.76,Placed
53,31,38,61,38,2,1,9.81,Placed
61,39,63,69,24,0,2,8.73,Placed
73,99,59,96,69,0,3,5.9,Placed
63,27,63,39,21,5,2,9.54,Placed
97,49,62,45,31,1,0,7.58,Placed
63,72,22,62,98,4,1,6.44,Placed
49,51,39,36,35,0,0,9.42,Placed
98,94,54,53,48,5,0,8.96,Placed
57,29,55,23,88,3,1,6.33,Placed
98,45,79,81,95,4,1,8.45,Placed
59,25,39,32,34,3,1,6.14,Placed
53,82,99,92,86,0,0,8.27,Placed
42,92,69,39,59,1,3,6.72,Placed
69,86,98,75,47,5,2,6.81,Placed
70,77,56,64,36,3,1,8.84,Placed
59,84,86,88,38,1,3,9.12,Placed
49,60,59,57,43,1,2,6.01,Placed
47,28,79,87,91,1,0,6.66,Placed
55,52,63,66,49,4,1,7.55,Placed
70,40,20,53,76,3,3,7.18,Placed
98,68,25,88,36,4,3,6.5,Placed
85,84,77,30,36,0,3,6.57,Placed
44,47,69,91,66,4,1,5.51,Placed
89,37,70,36,32,5,0,7.4,Placed
58,30,52,53,48,0,0,5.08,Not Placed
64,30,55,56,65,1,3,9.66,Placed
62,79,59,54,46,1,0,7.98,Placed
79,81,32,35,66,1,1,9.09,Placed
96,55,94,77,41,4,3,9.21,Placed
69,23,31,23,25,5,1,8.96,Placed
59,48,57,58,96,4,3,6.82,Placed
85,89,65,90,72,5,0,8.67,Placed
73,84,31,80,85,3,0,9.74,Placed
99,36,34,66,93,4,1,7.5,Placed
56,47,78,75,48,4,1,7.46,Placed
58,94,25,46,47,0,1,5.84,Placed
54,97,61,53,91,0,3,5.07,Placed
68,46,35,59,87,1,3,7.78,Placed
59,78,80,83,52,0,3,5.09,Placed
65,69,72,65,71,0,0,8.36,Placed
68,68,37,40,90,1,0,9.33,Placed
51,88,36,35,94,1,3,9.33,Placed
74,41,81,91,53,3,1,7.13,Placed
85,47,96,46,45,0,2,8.61,Placed
63,95,75,92,41,5,0,9.5,Placed
65,70,24,54,89,2,1,5.47,Placed
52,52,53,46,63,4,2,7.89,Placed
75,31,34,86,59,3,2,5.49,Placed
56,43,35,23,69,5,1,7.34,Placed
83,31,80,22,59,4,1,8.95,Placed
56,100,87,32,30,5,3,8.63,Placed
77,64,66,90,100,5,2,7.86,Placed
56,41,29,99,51,3,1,9.61,Placed
53,72,44,70,63,4,3,5.89,Placed
65,79,74,86,83,3,3,6.83,Placed
53,66,91,74,29,1,2,5.45,Placed
56,96,29,94,64,1,0,9.8,Placed
81,89,58,42,75,3,1,5.96,Placed
78,97,21,82,71,0,2,9.33,Placed
42,32,29,30,48,4,0,6.67,Placed
73,20,59,56,43,5,1,7.06,Placed
56,83,99,40,29,2,0,5.44,Placed
95,87,70,32,69,2,3,8.52,Placed
41,59,100,97,93,0,2,9.91,Placed
70,48,87,23,68,3,3,7.31,Placed
54,69,77,43,24,4,3,5.59,Placed
91,43,44,78,43,3,2,6.12,Placed
51,27,66,85,69,4,3,9.9,Placed
97,54,66,99,80,0,2,6.81,Placed
83,76,99,45,40,3,3,5.04,Placed
47,62,59,99,32,3,3,6.03,Placed
91,43,72,20,95,3,2,7.03,Placed
75,88,90,73,28,0,2,8.37,Placed
70,45,64,84,68,3,2,9.15,Placed
100,44,72,55,54,3,0,5.84,Placed
52,39,82,70,83,5,3,9.43,Placed
88,64,96,70,53,5,2,7.59,Placed
81,69,69,99,53,4,2,9.86,Placed
87,30,64,65,100,5,1,6.38,Placed
68,52,60,24,36,2,0,8.87,Placed
55,76,83,41,96,5,0,7.8,Placed
57,87,98,70,60,1,2,6.66,Placed
41,50,76,64,55,4,0,8.86,Placed
70,87,20,67,49,4,1,5.99,Placed
74,67,71,94,44,1,0,6.24,Placed
78,68,58,87,25,5,2,9.06,Placed
41,80,48,78,46,0,2,5.44,Placed
40,69,47,42,52,0,2,5.52,Placed
91,38,72,66,86,1,3,8.16,Placed
67,46,45,57,70,3,2,8.24,Placed
57,70,75,24,51,1,1,9.52,Placed
52,93,99,80,53,0,2,7.97,Placed
90,26,93,56,28,0,0,5.11,Placed
80,82,75,25,81,4,0,8.41,Placed
78,61,34,70,58,4,2,7.96,Placed
69,80,92,80,45,4,1,9.98,Placed
95,22,74,31,53,2,1,9.45,Placed
68,67,54,80,87,4,1,9.28,Placed
41,64,43,72,24,1,3,5.14,Placed
65,87,80,62,75,3,0,7.4,Placed
80,89,35,40,96,1,1,9.42,Placed
65,32,47,92,34,1,1,7.46,Placed
56,66,96,95,86,2,0,8.5,Placed
53,51,83,72,84,3,0,6.67,Placed
84,84,21,82,94,0,0,8.14,Placed
88,71,66,35,23,3,2,5.2,Placed
42,78,87,46,88,5,2,7.21,Placed
86,54,85,45,21,1,2,7.59,Placed
89,64,79,47,75,2,2,8.45,Placed
40,57,53,99,36,3,1,7.57,Placed
79,21,44,35,77,4,1,8.96,Placed
90,69,52,51,30,3,3,8.72,Placed
60,99,84,54,53,2,0,7.75,Placed
82,93,60,95,47,0,1,9.98,Placed
80,24,79,100,67,3,0,9.22,Placed
92,63,39,74,99,4,0,5.62,Placed
63,40,46,24,36,4,3,6.91,Placed
54,22,96,41,51,2,3,6.76,Placed
40,51,23,76,96,5,0,9.02,Placed
57,27,43,79,46,1,0,5.59,Placed
95,100,97,65,47,0,2,5.02,Placed
58,36,45,30,88,1,0,8.79,Placed
84,69,86,36,27,2,0,8.91,Placed
42,92,50,27,64,2,2,8.54,Placed
53,86,65,76,82,4,3,9.42,Placed
77,87,39,54,62,5,2,6.18,Placed
93,33,67,30,88,1,3,5.73,Placed
83,44,85,37,75,2,1,7.93,Placed
95,32,84,63,43,2,2,8.23,Placed
83,73,87,87,30,2,2,7.96,Placed
55,26,85,35,93,3,2,9.22,Placed
56,84,78,69,33,5,2,5.07,Placed
85,57,85,90,56,4,0,9.42,Placed
94,61,23,85,93,1,2,6.44,Placed
85,57,25,50,62,0,3,9.66,Placed
66,96,66,64,65,4,1,6.84,Placed
61,85,85,29,27,4,1,8.32,Placed
68,76,62,58,77,3,3,9.67,Placed
57,67,93,43,67,2,0,5.63,Placed
72,77,38,56,95,1,3,7.98,Placed
79,24,22,83,27,5,2,9.37,Placed
97,66,96,56,90,2,3,7.31,Placed
56,33,75,74,36,1,2,8.94,Placed
82,82,35,39,62,2,1,6.72,Placed
41,41,77,75,77,2,0,6.88,Placed
47,39,39,82,38,5,3,6.99,Placed
52,28,56,67,34,5,1,6.38,Placed
71,26,27,63,56,2,2,7.78,Placed
90,57,65,65,99,2,2,9.62,Placed
91,43,35,74,91,5,1,6.02,Placed
90,81,73,73,85,0,2,8.79,Placed
59,94,31,23,84,3,0,6.47,Placed
45,80,31,67,62,5,3,7.8,Placed
89,40,31,100,94,3,1,6.12,Placed
75,69,25,98,51,0,3,5.18,Placed
76,86,84,89,64,5,0,9.9,Placed
42,67,67,90,45,4,0,5.46,Placed
63,46,42,25,40,3,2,5.24,Placed
79,44,50,47,93,3,1,7.5,Placed
42,43,20,50,89,4,3,7.59,Placed
100,28,91,88,98,1,2,6.42,Placed
100,77,86,32,72,3,3,7.02,Placed
87,54,37,21,89,1,2,7.56,Placed
45,43,57,43,71,3,2,7.4,Placed
49,72,59,55,23,2,3,8.24,Placed
52,41,83,96,75,3,1,7.21,Placed
90,61,86,31,90,3,3,9.12,Placed
59,54,98,92,41,2,3,7.63,Placed
82,31,59,52,69,4,1,9.91,Placed
76,98,62,51,31,2,2,9.04,Placed
65,59,38,45,98,2,0,9.71,Placed
80,68,94,21,91,4,3,6.34,Placed
77,69,69,73,86,0,0,8.31,Placed
74,43,37,93,38,1,1,6.33,Placed
75,82,37,43,26,1,3,6.04,Placed
71,91,54,26,69,5,0,6.02,Placed
66,82,58,86,61,3,1,5.26,Placed
56,62,61,94,69,5,2,8.38,Placed
68,71,67,78,84,3,0,5.27,Placed
62,63,28,36,70,5,3,8.26,Placed
56,52,97,53,47,3,1,5.83,Placed
42,67,72,33,52,3,2,5.96,Placed
56,52,42,25,27,2,1,5.44,Placed
83,85,75,76,52,3,0,9.33,Placed
48,26,51,61,30,5,0,7.86,Placed
73,64,22,63,72,2,0,6.18,Placed
60,90,60,26,89,0,2,9.94,Placed
98,43,43,92,84,3,3,7.05,Placed
53,43,82,95,26,2,1,6.04,Placed
75,32,20,71,25,5,0,8.68,Placed
71,25,24,66,39,1,0,7.64,Placed
62,78,57,94,72,2,0,6.67,Placed
48,80,22,43,64,4,3,5.48,Placed
47,57,47,60,84,1,0,6.56,Placed
95,20,100,81,81,5,2,5.62,Placed
42,74,29,21,96,1,1,5.54,Placed
75,95,78,56,63,1,3,5.55,Placed
68,50,39,25,56,1,0,8.05,Placed
68,56,51,31,42,3,3,7.06,Placed
65,25,42,48,45,3,0,9.52,Placed
62,63,85,22,73,1,2,7.27,Placed
61,63,39,73,78,1,0,8.37,Placed
65,100,80,27,38,3,2,5.56,Placed
40,65,75,90,82,0,3,7.9,Placed
60,79,29,29,42,0,0,9.25,Placed
69,96,45,43,50,2,1,7.87,Placed
54,49,22,100,67,2,2,8.67,Placed
84,60,30,73,62,3,0,9.48,Placed
77,57,44,38,33,5,1,5.16,Placed
57,42,70,53,72,5,2,8.14,Placed
83,62,34,93,23,1,0,6.52,Placed
94,28,61,59,89,4,0,8.9,Placed
46,26,97,48,44,2,3,8.87,Placed
86,51,48,73,45,1,0,6.58,Placed
85,67,58,44,79,5,0,5.01,Placed
92,89,56,35,71,2,1,7.25,Placed
68,24,38,32,79,0,2,7.2,Placed
47,43,63,99,41,4,1,9.31,Placed
98,100,92,80,31,3,2,6.9,Placed
46,78,68,97,76,2,0,6.77,Placed
46,83,50,92,50,0,0,9.91,Placed
83,64,66,95,30,3,1,6.24,Placed
81,29,82,95,47,3,2,8.22,Placed
41,86,97,52,58,0,3,6.75,Placed
85,100,57,65,39,5,2,7.85,Placed
99,67,79,22,83,3,2,5.03,Placed
56,70,43,21,80,4,2,7.13,Placed
81,43,77,34,94,5,1,7.05,Placed
88,36,100,69,28,0,3,7.56,Placed
95,22,35,23,97,1,3,9.19,Placed
77,28,95,55,93,0,0,8.27,Placed
43,26,45,37,83,5,3,8.33,Placed
73,23,64,87,79,3,3,9.26,Placed
90,26,30,55,95,3,1,8.49,Placed
72,36,32,33,92,2,3,8.24,Placed
89,96,71,59,75,0,3,7.25,Placed
80,60,96,66,69,5,0,9.95,Placed
92,41,39,24,65,0,1,6.84,Placed
55,92,78,56,87,5,1,6.76,Placed
43,83,65,33,74,3,2,9.4,Placed
86,87,73,80,44,2,0,7.75,Placed
86,34,82,83,53,4,3,9.72,Placed
58,83,77,97,50,2,2,8.27,Placed
59,47,88,50,67,3,3,8.76,Placed
51,64,38,24,30,4,1,5.31,Placed
64,52,74,93,35,1,3,9.05,Placed
47,93,31,92,73,4,1,6.05,Placed
55,24,47,100,29,1,3,7.78,Placed
42,61,70,87,36,4,3,6.87,Placed
55,62,62,42,74,5,1,5.27,Placed
78,55,90,82,52,3,0,5.57,Placed
75,40,71,95,95,1,2,8.73,Placed
47,77,49,93,41,1,1,7.9,Placed
45,76,78,85,75,2,0,8.97,Placed
76,55,76,67,27,2,2,9.83,Placed
84,83,81,92,30,3,2,6.02,Placed
98,36,58,47,58,5,2,6.03,Placed
55,84,29,28,62,3,2,5.16,Placed
77,38,78,40,26,4,2,7.58,Placed
86,44,68,95,67,3,2,9.96,Placed
51,98,52,45,45,4,0,7.03,Placed
64,78,20,86,88,2,2,5.08,Placed
76,54,49,94,54,2,0,5.3,Placed
85,28,22,58,38,3,3,6.3,Placed
52,64,55,94,39,0,0,5.53,Placed
73,29,84,89,98,3,0,6.07,Placed
49,100,95,51,67,3,2,6.05,Placed
59,84,29,32,31,2,3,5.19,Placed
52,58,78,67,70,0,0,9.35,Placed
93,72,56,40,69,1,2,9.16,Placed
61,61,56,73,40,0,1,9.81,Placed
93,49,63,52,69,4,1,5.72,Placed
55,92,56,20,82,0,3,6.23,Placed
58,49,55,69,69,0,2,9.17,Placed
56,80,26,26,73,0,1,9.63,Placed
73,29,26,76,93,2,0,6.96,Placed
